client_id,cons_price_idx,euribor_three_months,last_contact_date
12671,93.918,4.96,2022-07-11
12672,93.918,4.96,2022-07-29
12673,93.918,4.96,2022-07-03
12674,93.918,4.96,2022-07-29
12675,93.918,4.96,2022-07-07
12676,93.918,4.96,2022-07-29
12677,93.918,4.96,2022-07-30
12678,93.918,4.96,2022-07-04
12679,93.918,4.96,2022-07-19
12680,93.918,4.96,2022-07-07
12681,93.918,4.96,2022-07-22
12682,93.918,4.96,2022-07-29
12683,93.918,4.96,2022-07-22
12684,93.918,4.96,2022-07-26
12685,93.918,4.96,2022-07-09
12686,93.918,4.96,2022-07-15
12687,93.918,4.96,2022-07-19
12688,93.918,4.96,2022-07-08
12689,93.918,4.96,2022-07-14
12690,93.918,4.96,2022-07-26
12691,93.918,4.96,2022-07-03
12692,93.918,4.96,2022-07-14
12693,93.918,4.96,2022-07-17
12694,93.918,4.96,2022-07-14
12695,93.918,4.96,2022-07-21
12696,93.918,4.96,2022-07-23
12697,93.918,4.96,2022-07-20
12698,93.918,4.96,2022-07-14
12699,93.918,4.96,2022-07-17
12700,93.918,4.96,2022-07-13
12701,93.918,4.96,2022-07-15
12702,93.918,4.96,2022-07-10
12703,93.918,4.96,2022-07-23
12704,93.918,4.96,2022-07-07
12705,93.918,4.96,2022-07-11
12706,93.918,4.96,2022-07-30
12707,93.918,4.96,2022-07-17
12708,93.918,4.96,2022-07-28
12709,93.918,4.96,2022-07-29
12710,93.918,4.96,2022-07-29
12711,93.918,4.96,2022-07-31
12712,93.918,4.96,2022-07-07
12713,93.918,4.96,2022-07-07
12714,93.918,4.96,2022-07-03
12715,93.918,4.96,2022-07-14
12716,93.918,4.96,2022-07-13
12717,93.918,4.96,2022-07-17
12718,93.918,4.96,2022-07-04
12719,93.918,4.96,2022-07-16
12720,93.918,4.96,2022-07-31
12721,93.918,4.96,2022-07-04
12722,93.918,4.96,2022-07-23
12723,93.918,4.96,2022-07-23
12724,93.918,4.96,2022-07-07
12725,93.918,4.96,2022-07-07
12726,93.918,4.96,2022-07-14
12727,93.918,4.96,2022-07-27
12728,93.918,4.96,2022-07-08
12729,93.918,4.96,2022-07-27
12730,93.918,4.96,2022-07-26
12731,93.918,4.96,2022-07-29
12732,93.918,4.962,2022-07-15
12733,93.918,4.962,2022-07-30
12734,93.918,4.962,2022-07-19
12735,93.918,4.962,2022-07-27
12736,93.918,4.962,2022-07-24
12737,93.918,4.962,2022-07-18
12738,93.918,4.962,2022-07-28
12739,93.918,4.962,2022-07-28
12740,93.918,4.962,2022-07-10
12741,93.918,4.962,2022-07-26
12742,93.918,4.962,2022-07-08
12743,93.918,4.962,2022-07-09
12744,93.918,4.962,2022-07-06
12745,93.918,4.962,2022-07-12
12746,93.918,4.962,2022-07-15
12747,93.918,4.962,2022-07-06
12748,93.918,4.962,2022-07-19
12749,93.918,4.962,2022-07-08
12750,93.918,4.962,2022-07-18
12751,93.918,4.962,2022-07-28
12752,93.918,4.962,2022-07-13
12753,93.918,4.962,2022-07-29
12754,93.918,4.962,2022-07-24
12755,93.918,4.962,2022-07-12
12756,93.918,4.962,2022-07-29
12757,93.918,4.962,2022-07-11
12758,93.918,4.962,2022-07-23
12759,93.918,4.962,2022-07-04
12760,93.918,4.962,2022-07-18
12761,93.918,4.962,2022-07-10
12762,93.918,4.962,2022-07-20
12763,93.918,4.962,2022-07-13
12764,93.918,4.962,2022-07-17
12765,93.918,4.962,2022-07-29
12766,93.918,4.962,2022-07-23
12767,93.918,4.962,2022-07-29
12768,93.918,4.962,2022-07-26
12769,93.918,4.962,2022-07-17
12770,93.918,4.962,2022-07-05
12771,93.918,4.962,2022-07-13
12772,93.918,4.962,2022-07-04
12773,93.918,4.962,2022-07-24
12774,93.918,4.962,2022-07-08
12775,93.918,4.962,2022-07-08
12776,93.918,4.962,2022-07-19
12777,93.918,4.962,2022-07-17
12778,93.918,4.962,2022-07-27
12779,93.918,4.962,2022-07-10
12780,93.918,4.962,2022-07-20
12781,93.918,4.962,2022-07-05
12782,93.918,4.962,2022-07-10
12783,93.918,4.962,2022-07-27
12784,93.918,4.962,2022-07-21
12785,93.918,4.962,2022-07-15
12786,93.918,4.962,2022-07-03
12787,93.918,4.962,2022-07-10
12788,93.918,4.962,2022-07-03
12789,93.918,4.962,2022-07-22
12790,93.918,4.962,2022-07-17
12791,93.918,4.962,2022-07-28
12792,93.918,4.962,2022-07-06
12793,93.918,4.962,2022-07-25
12794,93.918,4.962,2022-07-29
12795,93.918,4.962,2022-07-09
12796,93.918,4.962,2022-07-26
12797,93.918,4.962,2022-07-31
12798,93.918,4.962,2022-07-09
12799,93.918,4.962,2022-07-06
12800,93.918,4.962,2022-07-27
12801,93.918,4.962,2022-07-08
12802,93.918,4.962,2022-07-20
12803,93.918,4.962,2022-07-08
12804,93.918,4.962,2022-07-03
12805,93.918,4.962,2022-07-28
12806,93.918,4.962,2022-07-15
12807,93.918,4.962,2022-07-21
12808,93.918,4.962,2022-07-30
12809,93.918,4.962,2022-07-05
12810,93.918,4.962,2022-07-06
12811,93.918,4.962,2022-07-18
12812,93.918,4.962,2022-07-17
12813,93.918,4.962,2022-07-15
12814,93.918,4.962,2022-07-06
12815,93.918,4.962,2022-07-22
12816,93.918,4.962,2022-07-16
12817,93.918,4.962,2022-07-24
12818,93.918,4.962,2022-07-19
12819,93.918,4.962,2022-07-07
12820,93.918,4.962,2022-07-27
12821,93.918,4.962,2022-07-02
12822,93.918,4.962,2022-07-28
12823,93.918,4.962,2022-07-25
12824,93.918,4.962,2022-07-23
12825,93.918,4.962,2022-07-01
12826,93.918,4.962,2022-07-25
12827,93.918,4.962,2022-07-16
12828,93.918,4.962,2022-07-22
12829,93.918,4.962,2022-07-31
12830,93.918,4.962,2022-07-12
12831,93.918,4.962,2022-07-21
12832,93.918,4.962,2022-07-06
12833,93.918,4.962,2022-07-30
12834,93.918,4.962,2022-07-03
12835,93.918,4.962,2022-07-30
12836,93.918,4.962,2022-07-29
12837,93.918,4.962,2022-07-06
12838,93.918,4.962,2022-07-27
12839,93.918,4.962,2022-07-28
12840,93.918,4.962,2022-07-19
12841,93.918,4.962,2022-07-07
12842,93.918,4.962,2022-07-18
12843,93.918,4.962,2022-07-14
12844,93.918,4.962,2022-07-21
12845,93.918,4.962,2022-07-04
12846,93.918,4.962,2022-07-12
12847,93.918,4.962,2022-07-14
12848,93.918,4.962,2022-07-15
12849,93.918,4.962,2022-07-02
12850,93.918,4.962,2022-07-05
12851,93.918,4.962,2022-07-26
12852,93.918,4.962,2022-07-08
12853,93.918,4.962,2022-07-06
12854,93.918,4.962,2022-07-24
12855,93.918,4.962,2022-07-01
12856,93.918,4.962,2022-07-21
12857,93.918,4.962,2022-07-07
12858,93.918,4.962,2022-07-02
12859,93.918,4.962,2022-07-06
12860,93.918,4.962,2022-07-26
12861,93.918,4.962,2022-07-19
12862,93.918,4.962,2022-07-27
12863,93.918,4.962,2022-07-24
12864,93.918,4.962,2022-07-09
12865,93.918,4.962,2022-07-17
12866,93.918,4.962,2022-07-29
12867,93.918,4.962,2022-07-24
12868,93.918,4.962,2022-07-29
12869,93.918,4.962,2022-07-23
12870,93.918,4.962,2022-07-25
12871,93.918,4.962,2022-07-12
12872,93.918,4.962,2022-07-21
12873,93.918,4.962,2022-07-24
12874,93.918,4.962,2022-07-08
12875,93.918,4.962,2022-07-13
12876,93.918,4.962,2022-07-29
12877,93.918,4.962,2022-07-08
12878,93.918,4.962,2022-07-23
12879,93.918,4.962,2022-07-14
12880,93.918,4.962,2022-07-29
12881,93.918,4.962,2022-07-03
12882,93.918,4.962,2022-07-08
12883,93.918,4.962,2022-07-17
12884,93.918,4.962,2022-07-09
12885,93.918,4.962,2022-07-20
12886,93.918,4.962,2022-07-09
12887,93.918,4.962,2022-07-21
12888,93.918,4.962,2022-07-29
12889,93.918,4.962,2022-07-01
12890,93.918,4.962,2022-07-01
12891,93.918,4.962,2022-07-20
12892,93.918,4.962,2022-07-05
12893,93.918,4.962,2022-07-18
12894,93.918,4.962,2022-07-02
12895,93.918,4.962,2022-07-05
12896,93.918,4.962,2022-07-12
12897,93.918,4.962,2022-07-26
12898,93.918,4.962,2022-07-07
12899,93.918,4.962,2022-07-17
12900,93.918,4.962,2022-07-18
12901,93.918,4.962,2022-07-24
12902,93.918,4.962,2022-07-24
12903,93.918,4.962,2022-07-18
12904,93.918,4.962,2022-07-17
12905,93.918,4.962,2022-07-19
12906,93.918,4.962,2022-07-03
12907,93.918,4.962,2022-07-11
12908,93.918,4.962,2022-07-25
12909,93.918,4.962,2022-07-01
12910,93.918,4.962,2022-07-22
12911,93.918,4.962,2022-07-13
12912,93.918,4.962,2022-07-12
12913,93.918,4.962,2022-07-04
12914,93.918,4.962,2022-07-28
12915,93.918,4.962,2022-07-30
12916,93.918,4.962,2022-07-17
12917,93.918,4.962,2022-07-20
12918,93.918,4.962,2022-07-27
12919,93.918,4.962,2022-07-14
12920,93.918,4.962,2022-07-07
12921,93.918,4.962,2022-07-15
12922,93.918,4.962,2022-07-04
12923,93.918,4.962,2022-07-01
12924,93.918,4.962,2022-07-18
12925,93.918,4.962,2022-07-09
12926,93.918,4.962,2022-07-24
12927,93.918,4.962,2022-07-14
12928,93.918,4.962,2022-07-24
12929,93.918,4.962,2022-07-30
12930,93.918,4.962,2022-07-14
12931,93.918,4.962,2022-07-15
12932,93.918,4.962,2022-07-17
12933,93.918,4.962,2022-07-28
12934,93.918,4.962,2022-07-13
12935,93.918,4.962,2022-07-24
12936,93.918,4.962,2022-07-12
12937,93.918,4.962,2022-07-20
12938,93.918,4.962,2022-07-26
12939,93.918,4.962,2022-07-03
12940,93.918,4.962,2022-07-20
12941,93.918,4.962,2022-07-05
12942,93.918,4.962,2022-07-13
12943,93.918,4.962,2022-07-09
12944,93.918,4.962,2022-07-02
12945,93.918,4.962,2022-07-17
12946,93.918,4.962,2022-07-09
12947,93.918,4.962,2022-07-13
12948,93.918,4.962,2022-07-11
12949,93.918,4.962,2022-07-27
12950,93.918,4.962,2022-07-11
12951,93.918,4.962,2022-07-30
12952,93.918,4.962,2022-07-31
12953,93.918,4.962,2022-07-03
12954,93.918,4.962,2022-07-02
12955,93.918,4.962,2022-07-11
12956,93.918,4.962,2022-07-14
12957,93.918,4.962,2022-07-11
12958,93.918,4.962,2022-07-25
12959,93.918,4.962,2022-07-07
12960,93.918,4.962,2022-07-30
12961,93.918,4.962,2022-07-13
12962,93.918,4.962,2022-07-16
12963,93.918,4.962,2022-07-31
12964,93.918,4.962,2022-07-31
12965,93.918,4.962,2022-07-15
12966,93.918,4.962,2022-07-10
12967,93.918,4.962,2022-07-15
12968,93.918,4.962,2022-07-28
12969,93.918,4.962,2022-07-18
12970,93.918,4.962,2022-07-04
12971,93.918,4.962,2022-07-29
12972,93.918,4.962,2022-07-15
12973,93.918,4.962,2022-07-10
12974,93.918,4.962,2022-07-12
12975,93.918,4.962,2022-07-11
12976,93.918,4.962,2022-07-10
12977,93.918,4.962,2022-07-13
12978,93.918,4.962,2022-07-03
12979,93.918,4.962,2022-07-28
12980,93.918,4.962,2022-07-22
12981,93.918,4.962,2022-07-15
12982,93.918,4.962,2022-07-01
12983,93.918,4.962,2022-07-09
12984,93.918,4.962,2022-07-30
12985,93.918,4.962,2022-07-19
12986,93.918,4.962,2022-07-21
12987,93.918,4.962,2022-07-25
12988,93.918,4.962,2022-07-09
12989,93.918,4.962,2022-07-24
12990,93.918,4.962,2022-07-01
12991,93.918,4.962,2022-07-08
12992,93.918,4.962,2022-07-20
12993,93.918,4.962,2022-07-12
12994,93.918,4.962,2022-07-11
12995,93.918,4.962,2022-07-11
12996,93.918,4.962,2022-07-29
12997,93.918,4.962,2022-07-20
12998,93.918,4.962,2022-07-02
12999,93.918,4.962,2022-07-13
13000,93.918,4.962,2022-07-15
13001,93.918,4.962,2022-07-16
13002,93.918,4.962,2022-07-30
13003,93.918,4.962,2022-07-09
13004,93.918,4.962,2022-07-26
13005,93.918,4.962,2022-07-11
13006,93.918,4.962,2022-07-12
13007,93.918,4.962,2022-07-31
13008,93.918,4.962,2022-07-02
13009,93.918,4.962,2022-07-12
13010,93.918,4.962,2022-07-06
13011,93.918,4.962,2022-07-20
13012,93.918,4.962,2022-07-28
13013,93.918,4.962,2022-07-03
13014,93.918,4.962,2022-07-22
13015,93.918,4.962,2022-07-25
13016,93.918,4.962,2022-07-27
13017,93.918,4.962,2022-07-07
13018,93.918,4.962,2022-07-14
13019,93.918,4.962,2022-07-17
13020,93.918,4.962,2022-07-26
13021,93.918,4.962,2022-07-25
13022,93.918,4.962,2022-07-15
13023,93.918,4.962,2022-07-30
13024,93.918,4.962,2022-07-04
13025,93.918,4.962,2022-07-17
13026,93.918,4.962,2022-07-24
13027,93.918,4.962,2022-07-19
13028,93.918,4.962,2022-07-23
13029,93.918,4.962,2022-07-19
13030,93.918,4.962,2022-07-05
13031,93.918,4.962,2022-07-18
13032,93.918,4.962,2022-07-09
13033,93.918,4.962,2022-07-01
13034,93.918,4.962,2022-07-31
13035,93.918,4.962,2022-07-27
13036,93.918,4.962,2022-07-25
13037,93.918,4.962,2022-07-19
13038,93.918,4.962,2022-07-31
13039,93.918,4.962,2022-07-09
13040,93.918,4.962,2022-07-18
13041,93.918,4.962,2022-07-15
13042,93.918,4.962,2022-07-13
13043,93.918,4.962,2022-07-01
13044,93.918,4.962,2022-07-18
13045,93.918,4.962,2022-07-30
13046,93.918,4.962,2022-07-07
13047,93.918,4.962,2022-07-28
13048,93.918,4.962,2022-07-06
13049,93.918,4.962,2022-07-24
13050,93.918,4.962,2022-07-10
13051,93.918,4.962,2022-07-01
13052,93.918,4.962,2022-07-30
13053,93.918,4.962,2022-07-11
13054,93.918,4.962,2022-07-07
13055,93.918,4.962,2022-07-06
13056,93.918,4.962,2022-07-15
13057,93.918,4.962,2022-07-09
13058,93.918,4.962,2022-07-06
13059,93.918,4.962,2022-07-09
13060,93.918,4.962,2022-07-24
13061,93.918,4.962,2022-07-16
13062,93.918,4.962,2022-07-08
13063,93.918,4.962,2022-07-07
13064,93.918,4.962,2022-07-27
13065,93.918,4.962,2022-07-11
13066,93.918,4.962,2022-07-25
13067,93.918,4.962,2022-07-29
13068,93.918,4.962,2022-07-23
13069,93.918,4.962,2022-07-05
13070,93.918,4.962,2022-07-29
13071,93.918,4.962,2022-07-19
13072,93.918,4.962,2022-07-27
13073,93.918,4.962,2022-07-11
13074,93.918,4.962,2022-07-16
13075,93.918,4.962,2022-07-20
13076,93.918,4.962,2022-07-10
13077,93.918,4.962,2022-07-31
13078,93.918,4.962,2022-07-24
13079,93.918,4.962,2022-07-15
13080,93.918,4.962,2022-07-21
13081,93.918,4.962,2022-07-08
13082,93.918,4.962,2022-07-02
13083,93.918,4.962,2022-07-05
13084,93.918,4.962,2022-07-18
13085,93.918,4.962,2022-07-07
13086,93.918,4.962,2022-07-29
13087,93.918,4.962,2022-07-08
13088,93.918,4.962,2022-07-25
13089,93.918,4.962,2022-07-16
13090,93.918,4.962,2022-07-25
13091,93.918,4.962,2022-07-09
13092,93.918,4.962,2022-07-15
13093,93.918,4.962,2022-07-20
13094,93.918,4.962,2022-07-16
13095,93.918,4.962,2022-07-02
13096,93.918,4.962,2022-07-21
13097,93.918,4.962,2022-07-16
13098,93.918,4.962,2022-07-13
13099,93.918,4.962,2022-07-03
13100,93.918,4.962,2022-07-21
13101,93.918,4.962,2022-07-15
13102,93.918,4.962,2022-07-23
13103,93.918,4.962,2022-07-14
13104,93.918,4.962,2022-07-22
13105,93.918,4.962,2022-07-03
13106,93.918,4.962,2022-07-21
13107,93.918,4.962,2022-07-07
13108,93.918,4.962,2022-07-30
13109,93.918,4.962,2022-07-11
13110,93.918,4.962,2022-07-13
13111,93.918,4.962,2022-07-07
13112,93.918,4.962,2022-07-03
13113,93.918,4.962,2022-07-28
13114,93.918,4.962,2022-07-26
13115,93.918,4.962,2022-07-20
13116,93.918,4.962,2022-07-07
13117,93.918,4.962,2022-07-21
13118,93.918,4.962,2022-07-12
13119,93.918,4.962,2022-07-10
13120,93.918,4.962,2022-07-16
13121,93.918,4.962,2022-07-10
13122,93.918,4.962,2022-07-25
13123,93.918,4.962,2022-07-15
13124,93.918,4.962,2022-07-31
13125,93.918,4.962,2022-07-08
13126,93.918,4.962,2022-07-21
13127,93.918,4.962,2022-07-21
13128,93.918,4.962,2022-07-24
13129,93.918,4.962,2022-07-16
13130,93.918,4.962,2022-07-22
13131,93.918,4.962,2022-07-28
13132,93.918,4.962,2022-07-28
13133,93.918,4.962,2022-07-05
13134,93.918,4.962,2022-07-13
13135,93.918,4.962,2022-07-15
13136,93.918,4.962,2022-07-22
13137,93.918,4.962,2022-07-08
13138,93.918,4.962,2022-07-04
13139,93.918,4.962,2022-07-01
13140,93.918,4.962,2022-07-02
13141,93.918,4.962,2022-07-28
13142,93.918,4.962,2022-07-23
13143,93.918,4.962,2022-07-21
13144,93.918,4.962,2022-07-15
13145,93.918,4.962,2022-07-03
13146,93.918,4.962,2022-07-15
13147,93.918,4.962,2022-07-13
13148,93.918,4.962,2022-07-18
13149,93.918,4.962,2022-07-18
13150,93.918,4.962,2022-07-26
13151,93.918,4.962,2022-07-20
13152,93.918,4.962,2022-07-18
13153,93.918,4.962,2022-07-16
13154,93.918,4.962,2022-07-06
13155,93.918,4.962,2022-07-21
13156,93.918,4.962,2022-07-27
13157,93.918,4.962,2022-07-29
13158,93.918,4.962,2022-07-29
13159,93.918,4.962,2022-07-01
13160,93.918,4.962,2022-07-05
13161,93.918,4.962,2022-07-03
13162,93.918,4.962,2022-07-07
13163,93.918,4.962,2022-07-25
13164,93.918,4.962,2022-07-22
13165,93.918,4.962,2022-07-04
13166,93.918,4.962,2022-07-10
13167,93.918,4.962,2022-07-19
13168,93.918,4.962,2022-07-13
13169,93.918,4.962,2022-07-30
13170,93.918,4.962,2022-07-11
13171,93.918,4.962,2022-07-31
13172,93.918,4.962,2022-07-27
13173,93.918,4.962,2022-07-08
13174,93.918,4.962,2022-07-12
13175,93.918,4.962,2022-07-15
13176,93.918,4.962,2022-07-05
13177,93.918,4.962,2022-07-03
13178,93.918,4.962,2022-07-29
13179,93.918,4.962,2022-07-17
13180,93.918,4.962,2022-07-01
13181,93.918,4.962,2022-07-15
13182,93.918,4.962,2022-07-03
13183,93.918,4.962,2022-07-22
13184,93.918,4.962,2022-07-03
13185,93.918,4.962,2022-07-11
13186,93.918,4.962,2022-07-31
13187,93.918,4.962,2022-07-29
13188,93.918,4.962,2022-07-10
13189,93.918,4.962,2022-07-03
13190,93.918,4.962,2022-07-24
13191,93.918,4.962,2022-07-25
13192,93.918,4.962,2022-07-24
13193,93.918,4.962,2022-07-02
13194,93.918,4.962,2022-07-04
13195,93.918,4.962,2022-07-04
13196,93.918,4.962,2022-07-29
13197,93.918,4.962,2022-07-13
13198,93.918,4.962,2022-07-12
13199,93.918,4.962,2022-07-13
13200,93.918,4.962,2022-07-14
13201,93.918,4.962,2022-07-18
13202,93.918,4.962,2022-07-19
13203,93.918,4.962,2022-07-12
13204,93.918,4.962,2022-07-25
13205,93.918,4.962,2022-07-18
13206,93.918,4.962,2022-07-09
13207,93.918,4.962,2022-07-24
13208,93.918,4.962,2022-07-03
13209,93.918,4.962,2022-07-05
13210,93.918,4.962,2022-07-23
13211,93.918,4.962,2022-07-02
13212,93.918,4.962,2022-07-02
13213,93.918,4.962,2022-07-13
13214,93.918,4.962,2022-07-01
13215,93.918,4.962,2022-07-20
13216,93.918,4.962,2022-07-09
13217,93.918,4.962,2022-07-04
13218,93.918,4.962,2022-07-05
13219,93.918,4.962,2022-07-17
13220,93.918,4.962,2022-07-03
13221,93.918,4.962,2022-07-11
13222,93.918,4.962,2022-07-11
13223,93.918,4.962,2022-07-20
13224,93.918,4.962,2022-07-26
13225,93.918,4.962,2022-07-06
13226,93.918,4.962,2022-07-19
13227,93.918,4.962,2022-07-11
13228,93.918,4.962,2022-07-08
13229,93.918,4.962,2022-07-19
13230,93.918,4.962,2022-07-16
13231,93.918,4.962,2022-07-08
13232,93.918,4.962,2022-07-23
13233,93.918,4.962,2022-07-01
13234,93.918,4.962,2022-07-30
13235,93.918,4.962,2022-07-10
13236,93.918,4.962,2022-07-18
13237,93.918,4.962,2022-07-05
13238,93.918,4.962,2022-07-26
13239,93.918,4.962,2022-07-09
13240,93.918,4.962,2022-07-20
13241,93.918,4.962,2022-07-05
13242,93.918,4.962,2022-07-09
13243,93.918,4.962,2022-07-28
13244,93.918,4.962,2022-07-29
13245,93.918,4.962,2022-07-21
13246,93.918,4.962,2022-07-26
13247,93.918,4.962,2022-07-29
13248,93.918,4.962,2022-07-16
13249,93.918,4.962,2022-07-23
13250,93.918,4.962,2022-07-11
13251,93.918,4.962,2022-07-12
13252,93.918,4.962,2022-07-04
13253,93.918,4.962,2022-07-17
13254,93.918,4.962,2022-07-24
13255,93.918,4.962,2022-07-20
13256,93.918,4.962,2022-07-27
13257,93.918,4.962,2022-07-21
13258,93.918,4.962,2022-07-22
13259,93.918,4.962,2022-07-15
13260,93.918,4.962,2022-07-10
13261,93.918,4.962,2022-07-01
13262,93.918,4.962,2022-07-23
13263,93.918,4.962,2022-07-15
13264,93.918,4.962,2022-07-20
13265,93.918,4.962,2022-07-22
13266,93.918,4.962,2022-07-17
13267,93.918,4.962,2022-07-07
13268,93.918,4.962,2022-07-30
13269,93.918,4.962,2022-07-06
13270,93.918,4.962,2022-07-20
13271,93.918,4.962,2022-07-02
13272,93.918,4.962,2022-07-13
13273,93.918,4.962,2022-07-08
13274,93.918,4.962,2022-07-12
13275,93.918,4.962,2022-07-20
13276,93.918,4.962,2022-07-29
13277,93.918,4.962,2022-07-04
13278,93.918,4.962,2022-07-19
13279,93.918,4.962,2022-07-23
13280,93.918,4.962,2022-07-17
13281,93.918,4.962,2022-07-20
13282,93.918,4.962,2022-07-28
13283,93.918,4.962,2022-07-25
13284,93.918,4.962,2022-07-28
13285,93.918,4.962,2022-07-30
13286,93.918,4.962,2022-07-18
13287,93.918,4.962,2022-07-24
13288,93.918,4.962,2022-07-27
13289,93.918,4.962,2022-07-23
13290,93.918,4.962,2022-07-19
13291,93.918,4.962,2022-07-18
13292,93.918,4.962,2022-07-18
13293,93.918,4.962,2022-07-01
13294,93.918,4.962,2022-07-19
13295,93.918,4.962,2022-07-19
13296,93.918,4.962,2022-07-03
13297,93.918,4.962,2022-07-25
13298,93.918,4.962,2022-07-16
13299,93.918,4.962,2022-07-22
13300,93.918,4.962,2022-07-14
13301,93.918,4.962,2022-07-15
13302,93.918,4.962,2022-07-29
13303,93.918,4.962,2022-07-01
13304,93.918,4.962,2022-07-18
13305,93.918,4.962,2022-07-12
13306,93.918,4.962,2022-07-08
13307,93.918,4.962,2022-07-13
13308,93.918,4.962,2022-07-03
13309,93.918,4.962,2022-07-18
13310,93.918,4.962,2022-07-08
13311,93.918,4.962,2022-07-25
13312,93.918,4.962,2022-07-03
13313,93.918,4.962,2022-07-21
13314,93.918,4.962,2022-07-19
13315,93.918,4.962,2022-07-16
13316,93.918,4.962,2022-07-30
13317,93.918,4.962,2022-07-13
13318,93.918,4.962,2022-07-19
13319,93.918,4.962,2022-07-12
13320,93.918,4.962,2022-07-24
13321,93.918,4.962,2022-07-10
13322,93.918,4.962,2022-07-11
13323,93.918,4.962,2022-07-17
13324,93.918,4.962,2022-07-28
13325,93.918,4.962,2022-07-28
13326,93.918,4.962,2022-07-04
13327,93.918,4.962,2022-07-01
13328,93.918,4.962,2022-07-29
13329,93.918,4.962,2022-07-06
13330,93.918,4.962,2022-07-15
13331,93.918,4.962,2022-07-24
13332,93.918,4.962,2022-07-23
13333,93.918,4.962,2022-07-01
13334,93.918,4.962,2022-07-08
13335,93.918,4.962,2022-07-10
13336,93.918,4.962,2022-07-25
13337,93.918,4.962,2022-07-18
13338,93.918,4.962,2022-07-04
13339,93.918,4.962,2022-07-02
13340,93.918,4.962,2022-07-10
13341,93.918,4.962,2022-07-17
13342,93.918,4.962,2022-07-31
13343,93.918,4.962,2022-07-14
13344,93.918,4.962,2022-07-07
13345,93.918,4.962,2022-07-05
13346,93.918,4.962,2022-07-11
13347,93.918,4.962,2022-07-29
13348,93.918,4.962,2022-07-15
13349,93.918,4.962,2022-07-15
13350,93.918,4.962,2022-07-02
13351,93.918,4.962,2022-07-11
13352,93.918,4.962,2022-07-11
13353,93.918,4.962,2022-07-22
13354,93.918,4.962,2022-07-10
13355,93.918,4.962,2022-07-18
13356,93.918,4.962,2022-07-14
13357,93.918,4.962,2022-07-26
13358,93.918,4.962,2022-07-13
13359,93.918,4.962,2022-07-13
13360,93.918,4.962,2022-07-01
13361,93.918,4.962,2022-07-13
13362,93.918,4.962,2022-07-22
13363,93.918,4.962,2022-07-01
13364,93.918,4.962,2022-07-11
13365,93.918,4.962,2022-07-25
13366,93.918,4.962,2022-07-25
13367,93.918,4.962,2022-07-04
13368,93.918,4.962,2022-07-23
13369,93.918,4.962,2022-07-15
13370,93.918,4.962,2022-07-01
13371,93.918,4.962,2022-07-08
13372,93.918,4.962,2022-07-05
13373,93.918,4.962,2022-07-17
13374,93.918,4.962,2022-07-17
13375,93.918,4.962,2022-07-05
13376,93.918,4.962,2022-07-21
13377,93.918,4.962,2022-07-16
13378,93.918,4.962,2022-07-10
13379,93.918,4.962,2022-07-23
13380,93.918,4.962,2022-07-30
13381,93.918,4.962,2022-07-30
13382,93.918,4.962,2022-07-25
13383,93.918,4.962,2022-07-29
13384,93.918,4.962,2022-07-14
13385,93.918,4.962,2022-07-14
13386,93.918,4.962,2022-07-18
13387,93.918,4.962,2022-07-01
13388,93.918,4.962,2022-07-13
13389,93.918,4.962,2022-07-31
13390,93.918,4.962,2022-07-02
13391,93.918,4.962,2022-07-23
13392,93.918,4.962,2022-07-18
13393,93.918,4.962,2022-07-08
13394,93.918,4.962,2022-07-10
13395,93.918,4.962,2022-07-02
13396,93.918,4.962,2022-07-17
13397,93.918,4.962,2022-07-29
13398,93.918,4.962,2022-07-05
13399,93.918,4.962,2022-07-08
13400,93.918,4.962,2022-07-04
13401,93.918,4.962,2022-07-16
13402,93.918,4.962,2022-07-17
13403,93.918,4.962,2022-07-29
13404,93.918,4.962,2022-07-02
13405,93.918,4.962,2022-07-15
13406,93.918,4.962,2022-07-20
13407,93.918,4.962,2022-07-15
13408,93.918,4.962,2022-07-10
13409,93.918,4.962,2022-07-16
13410,93.918,4.962,2022-07-03
13411,93.918,4.962,2022-07-27
13412,93.918,4.962,2022-07-03
13413,93.918,4.962,2022-07-22
13414,93.918,4.962,2022-07-06
13415,93.918,4.962,2022-07-01
13416,93.918,4.962,2022-07-06
13417,93.918,4.962,2022-07-28
13418,93.918,4.962,2022-07-18
13419,93.918,4.962,2022-07-15
13420,93.918,4.962,2022-07-04
13421,93.918,4.962,2022-07-15
13422,93.918,4.962,2022-07-22
13423,93.918,4.962,2022-07-09
13424,93.918,4.962,2022-07-19
13425,93.918,4.962,2022-07-11
13426,93.918,4.962,2022-07-25
13427,93.918,4.962,2022-07-21
13428,93.918,4.962,2022-07-24
13429,93.918,4.962,2022-07-14
13430,93.918,4.962,2022-07-05
13431,93.918,4.962,2022-07-12
13432,93.918,4.962,2022-07-30
13433,93.918,4.962,2022-07-01
13434,93.918,4.962,2022-07-03
13435,93.918,4.962,2022-07-07
13436,93.918,4.962,2022-07-25
13437,93.918,4.962,2022-07-27
13438,93.918,4.962,2022-07-09
13439,93.918,4.962,2022-07-31
13440,93.918,4.962,2022-07-02
13441,93.918,4.962,2022-07-01
13442,93.918,4.962,2022-07-04
13443,93.918,4.962,2022-07-25
13444,93.918,4.962,2022-07-20
13445,93.918,4.962,2022-07-11
13446,93.918,4.962,2022-07-14
